"","record.id","site.id","read.date","time","volunteer.name","water.depth","water.temp","air.temp","water.transparency","ph","salinity","oxygen"
"530",530,"B","4/24/2001","0:00","Not Recorded",0.2,22,NA,0.2,8,2,NA
"531",531,"B","5/8/2001","0:00","Not Recorded",0.01,25,NA,0.01,8.7,2,3
"532",532,"B","5/22/2001","0:00","Not Recorded",0.1,26,NA,0.1,8.3,3,NA
"533",533,"B","6/5/2001","0:00","Not Recorded",0.1,24,NA,0.1,8.5,2,4.1
"534",534,"B","6/18/2001","0:00","Not Recorded",0.1,29,NA,0.1,8.3,2,NA
"535",535,"B","7/5/2001","0:00","Not Recorded",0.23,NA,NA,0.23,8.1,3,3.9
"536",536,"B","7/20/2001","0:00","Not Recorded",NA,NA,NA,NA,NA,NA,NA
"537",537,"B","8/8/2001","0:00","Not Recorded",0.2,30,NA,0.2,8.3,3,2.3
"538",538,"B","8/20/2001","0:00","Not Recorded",0.3,27,NA,0.3,7.7,3,NA
"539",539,"B","9/5/2001","0:00","Not Recorded",0.25,25,NA,0.1,7.8,2.5,0
"540",540,"B","9/18/2001","0:00","Not Recorded",0.35,23,NA,0.25,8.5,3,1.5
"541",541,"B","10/2/2001","0:00","Not Recorded",0.3,23,NA,0.3,7.7,3,NA
"542",542,"B","10/22/2001","0:00","Not Recorded",0.2,20,NA,0.2,8.2,3,2.6
"543",543,"B","11/6/2001","21:36","Not Recorded",0.2,13,NA,0.2,8.3,3.5,4.2
"544",544,"B","11/20/2001","0:00","Not Recorded",0.3,13,NA,0.1,NA,3,5.3
"545",545,"B","12/4/2001","0:00","Not Recorded",0.2,16,NA,0.15,8.2,NA,5.9
"546",546,"C","1/8/2001","N/A","Not Recorded",0.55,5,NA,0.55,8.3,1,5.9
"547",547,"C","1/23/2001","19:12","Not Recorded",0.6,4,NA,0.6,8.3,1,NA
"548",548,"C","2/6/2001","0:00","Not Recorded",0.6,10,NA,0.6,7.9,1,6
"549",549,"C","2/20/2001","0:00","Not Recorded",0.55,12,NA,0.55,7.7,1,NA
"550",550,"C","3/15/2001","0:00","Not Recorded",0.6,13,NA,0.3,7.8,1,NA
"551",551,"C","3/26/2001","0:00","Not Recorded",0.6,9,NA,0.6,8.3,1,9.9
"552",552,"C","4/9/2001","0:00","Not Recorded",0.55,23,NA,0.55,NA,1,NA
"553",553,"C","4/24/2001","0:00","Not Recorded",0.4,23,NA,0.4,8.1,1,4.8
"554",554,"C","5/8/2001","0:00","Not Recorded",0.4,19.5,NA,0.4,8.5,1,NA
"555",555,"C","5/22/2001","0:00","Not Recorded",0.32,24,NA,0.32,7.6,3,2.5
"556",556,"C","6/5/2001","0:00","Not Recorded",0.3,23,NA,0.3,8.3,2,NA
"557",557,"C","6/18/2001","0:00","Not Recorded",0.3,27,NA,0.3,8.4,2,4
"558",558,"C","7/5/2001","0:00","Not Recorded",0.25,26,NA,0.25,7.9,2.5,NA
"559",559,"C","7/20/2001","0:02","Not Recorded",NA,NA,NA,NA,NA,NA,NA
"560",560,"C","8/8/2001","0:00","Not Recorded",0.25,31,NA,0.25,8.5,3,NA
"561",561,"C","8/20/2001","0:00","Not Recorded",0.3,28,NA,0.3,7.9,2.5,5.5
"562",562,"C","9/5/2001","0:00","Not Recorded",0.2,25,NA,0.2,7.9,3,NA
"563",563,"C","9/18/2001","0:00","Not Recorded",0.2,24,NA,0.2,8.7,2,NA
"564",564,"C","10/2/2001","0:00","Not Recorded",0.25,23,NA,0.25,8.3,3,6.1
"565",565,"C","10/22/2001","0:00","Not Recorded",0.25,20,NA,0.25,8.2,3,NA
"566",566,"C","11/6/2001","21:36","Not Recorded",0.3,13,NA,0.3,8.3,3,NA
"567",567,"C","11/20/2001","0:00","Not Recorded",0.2,13,NA,0.2,NA,3,NA
"568",568,"C","12/4/2001","16:48","Not Recorded",0.15,19,NA,0.15,8.3,NA,NA
"569",569,"D","1/8/2001","0:00","Not Recorded",1.25,6,NA,1,8.8,0,9.7
"570",570,"D","1/23/2001","19:12","Not Recorded",1.35,5,NA,1.1,9.2,0,NA
"571",571,"D","2/6/2001","0:00","Not Recorded",1.4,10,NA,1.1,8.7,0,8.4
"572",572,"D","2/20/2001","0:00","Not Recorded",0.95,14,NA,0.65,8.6,0,NA
"573",573,"D","3/15/2001","0:00","Not Recorded",1.4,13,NA,0.6,8.7,0,NA
"574",574,"D","3/26/2001","0:00","Not Recorded",1.5,10,NA,0.7,9,0,9.6
"575",575,"D","4/9/2001","0:00","Not Recorded",1.1,22,NA,0.65,NA,0,NA
"576",576,"D","4/24/2001","0:00","Not Recorded",1.4,19.5,NA,0.8,9.3,0,4.1
"577",577,"D","5/8/2001","0:00","Not Recorded",1.3,19.5,NA,0.7,8.7,0,NA
"578",578,"D","5/22/2001","0:00","Not Recorded",1.2,23,NA,0.7,8.1,0,4.9
"579",579,"D","6/5/2001","0:00","Not Recorded",1.25,23,NA,0.6,9.1,0,NA
"580",580,"D","6/18/2001","0:00","Not Recorded",0.9,26,NA,0.5,8.7,0,5.5
"581",581,"D","7/5/2001","0:00","Not Recorded",1.3,26.5,NA,0.4,8.9,0,NA
"582",582,"D","7/20/2001","0:00","Not Recorded",1.1,24,NA,0.05,9.3,0,NA
"583",583,"D","8/8/2001","0:00","Not Recorded",1.05,31,NA,0.5,9.3,0,NA
"584",584,"D","8/20/2001","0:00","Not Recorded",1.4,27,NA,0.2,8.9,0,4.3
"585",585,"D","9/5/2001","0:00","Not Recorded",1.2,25,NA,0.6,8.5,0,NA
"586",586,"D","9/18/2001","0:00","Not Recorded",1,23,NA,0.85,8.9,0,NA
"587",587,"D","10/2/2001","0:00","Not Recorded",1.1,19,NA,0.7,8.7,0,3.9
"588",588,"D","10/22/2001","0:00","Not Recorded",1.25,21,NA,0.8,8.8,0,NA
"589",589,"D","11/6/2001","21:36","Not Recorded",1,11.5,NA,1,9.1,0,NA
"590",590,"D","11/20/2001","0:00","Not Recorded",0.95,14,NA,0.9,NA,0,NA
"591",591,"D","12/4/2001","16:48","Not Recorded",1,18,NA,0.9,9.1,NA,NA
"592",592,"Bay","1/8/2001","0:00","Susan Poe",0.36,7,NA,0.36,9.2,1,8.1
"593",593,"Bay","1/23/2001","7:12","Susan Poe",0.1,8,NA,0.1,9.3,1,9
"594",594,"Bay","2/6/2001","0:00","Susan Poe",0.33,11,NA,0.23,8.8,1,8.5
"595",595,"Bay","2/20/2001","12:00","Susan Poe",0.35,11,NA,0.2,9.1,1,9.2
"596",596,"Bay","3/15/2001","19:12","Susan Poe",0.6,14,NA,0.35,9.2,1.2,9.25
"597",597,"Bay","3/26/2001","16:48","Susan Poe",0.45,10,NA,0.25,9.4,1,9.9
"598",598,"Bay","4/9/2001","Not Recorded","Susan Poe",0.65,21,NA,0.3,NA,1,8.25
"599",599,"Bay","4/24/2001","0:00","Susan Poe",0.8,20,NA,0.3,9.3,2,6.4
"600",600,"Bay","5/8/2001","0:00","Susan Poe",0.15,21,NA,0.15,8.6,2,5
"601",601,"Bay","5/22/2001","0:00","Susan Poe",0.8,20,NA,0.4,8.8,1,7.8
"602",602,"Bay","6/5/2001","21:36","Susan Poe",0.4,23,NA,0.4,9.2,2,4.35
"603",603,"Bay","6/18/2001","0:00","Susan Poe",0.4,25,NA,0.4,8.6,2,5.1
"604",604,"Bay","7/5/2001","0:00","Susan Poe",0.75,26,NA,0.25,8.7,3.5,5.4
"605",605,"Bay","7/20/2001","0:00","Susan Poe",0.3,23,NA,0.3,9.8,3,7.2
"606",606,"Bay","8/8/2001","0:00","Susan Poe",0.7,30,NA,0.4,9.1,3,4.1
"607",607,"Bay","8/20/2001","7:12","Susan Poe",0.85,26,NA,0.3,8.7,3,4.9
"608",608,"Bay","9/5/2001","0:00","Susan Poe",0.55,25,NA,0.35,8.5,3,4
"609",609,"Bay","9/18/2001","0:00","Susan Poe",0.15,23,NA,0.15,7.7,3.5,4.6
"610",610,"Bay","10/2/2001","21:36","Susan Poe",0.15,22,NA,0.15,NA,3,4.2
"611",611,"Bay","10/22/2001","7:12","Susan Poe",0.6,19,NA,0.6,8.6,3,4.6
"612",612,"Bay","11/6/2001","21:36","Susan Poe",0.25,13,NA,0.25,9.5,3,5.5
"613",613,"Bay","11/20/2001","0:00","Susan Poe",0.35,15,NA,0.3,NA,3.5,3.8
"614",614,"Bay","12/4/2001","7:12","Susan Poe",0.35,16,NA,0.3,8.4,NA,NA
"615",615,"A","1/10/2002","0:00","Not Recorded",1,7,NA,1,7.7,3,NA
"616",616,"A","1/22/2002","0:00","Not Recorded",1.3,9,NA,0.8,7.8,3,2.7
"617",617,"A","2/11/2002","Not Recorded","Not Recorded",1.35,10,NA,0.85,8.4,2,NA
"618",618,"A","2/26/2002","0:00","Not Recorded",1.15,12,NA,1.15,8.2,2,7.6
"619",619,"A","3/28/2002","0:00","Not Recorded",1,13,NA,0.7,NA,1,NA
"620",620,"A","4/17/2002","0:00","Not Recorded",1,28,NA,0.55,7.5,2,NA
"621",621,"A","4/30/2002","0:00","Not Recorded",1.1,22,NA,0.4,7.5,1,2.3
"622",622,"A","5/16/2002","0:00","Not Recorded",0.9,NA,NA,0.3,7.5,NA,NA
"623",623,"A","5/28/2002","0:00","Not Recorded",0.9,26,NA,0.5,7,1,NA
"624",624,"A","6/11/2002","0:00","Not Recorded",0.7,26,NA,0.7,7,2,4.2
"625",625,"A","6/24/2002","0:00","Not Recorded",0.9,NA,NA,0.9,7,NA,NA
"626",626,"A","7/8/2002","0:00","Not Recorded",0.7,NA,NA,0.65,7,2,NA
"627",627,"A","7/23/2002","0:00","Not Recorded",0.3,NA,NA,0.3,7.5,3,NA
"628",628,"A","8/1/2002","0:00","Not Recorded",0.7,NA,NA,0.5,7,2,NA
"629",629,"A","8/22/2002","0:00","Not Recorded",0.6,NA,NA,0.5,7,5,NA
"630",630,"A","9/5/2002","0:00","Not Recorded",0.8,26,NA,0.6,7,0,4.5
"631",631,"A","9/20/2002","0:00","Not Recorded",0.8,NA,NA,0.6,7,2,NA
"632",632,"A","10/18/2002","0:00","Not Recorded",0.85,NA,NA,0.55,6.5,0,NA
"633",633,"A","10/31/2002","0:00","Not Recorded",1.5,10.5,NA,1.5,NA,1,6.4
"634",634,"A","11/15/2002","N/A","Not Recorded",2.4,13,NA,NA,6.5,0,NA
"635",635,"A","12/6/2002","0:00","Not Recorded",1,5,NA,0.5,7,2,7.7
"636",636,"A","12/16/2002","N/A","Not Recorded",0.8,7.5,NA,0.8,7,0,NA
"637",637,"B","1/10/2002","0:00","Not Recorded",0.3,10,NA,0.3,7.5,3.4,NA
"638",638,"B","1/22/2002","0:00","Not Recorded",0.45,8,NA,0.45,7.9,2.5,7.2
"639",639,"B","2/11/2002","0:00","Not Recorded",0.45,12,NA,0.45,8.2,2,NA
"640",640,"B","2/26/2002","0:00","Not Recorded",0.45,12,NA,0.45,8.2,3,7.8
"641",641,"B","3/28/2002","0:00","Not Recorded",0.55,12,NA,0.55,NA,2,NA
"642",642,"B","4/17/2002","0:00","Not Recorded",0.2,27,NA,0.1,8,2,4.2
"643",643,"B","4/30/2002","0:00","Not Recorded",0.5,18,NA,0.5,8.5,2,3.4
"644",644,"B","5/16/2002","0:00","Not Recorded",0.1,NA,NA,0.1,9,NA,NA
"645",645,"B","5/28/2002","0:00","Not Recorded",0.2,24,NA,0.2,8.5,3,NA
"646",646,"B","6/11/2002","0:00","Not Recorded",0.1,25,NA,0.1,7,3,3.3
"647",647,"B","6/24/2002","0:00","Not Recorded",0.35,NA,NA,0.1,7,1,NA
"648",648,"B","7/8/2002","0:00","Not Recorded",0.35,NA,NA,0.3,NA,3,3.2
"649",649,"B","7/23/2002","4:48","Not Recorded",0.2,NA,NA,0.2,7,4,NA
"650",650,"B","8/1/2002","0:00","Not Recorded",0.25,NA,NA,0.25,7,3,NA
"651",651,"B","8/22/2002","0:00","Not Recorded",0.1,NA,NA,0.1,9,4,NA
"652",652,"B","9/5/2002","0:00","Not Recorded",0.3,27,NA,0.28,7.5,0,3.5
"653",653,"B","9/20/2002","0:00","Not Recorded",0.1,NA,NA,0.1,8,2,NA
"654",654,"B","10/18/2002","0:00","Not Recorded",0.3,NA,NA,0.3,6.5,1,NA
"655",655,"B","11/15/2002","0:00","Not Recorded",2.6,14,NA,NA,7.5,0,NA
"656",656,"B","12/16/2002","N/A","Not Recorded",NA,7.5,NA,NA,7,0,NA
"657",657,"C","1/10/2002","0:00","Not Recorded",0.4,9.5,NA,0.4,7,3,6.8
"658",658,"C","1/22/2002","0:00","Not Recorded",0.45,8,NA,0.45,7.9,2.5,NA
"659",659,"C","2/11/2002","0:00","Not Recorded",0.6,12,NA,0.6,8.2,2,8.4
"660",660,"C","2/26/2002","0:00","Not Recorded",0.5,11,NA,0.5,8.1,2,NA
"661",661,"C","3/28/2002","0:00","Not Recorded",0.6,11.5,NA,0.6,NA,2.5,7.7
"662",662,"C","4/17/2002","N/A","Not Recorded",0.5,26,NA,0.5,8,1,NA
"663",663,"C","4/30/2002","N/A","Not Recorded",0.3,22,NA,0.3,8,1,NA
"664",664,"C","5/16/2002","0:00","Not Recorded",0.25,NA,NA,0.25,8.5,NA,5.7
"665",665,"C","5/28/2002","0:00","Not Recorded",0.2,25,NA,0.2,8,3.5,4.6
"666",666,"C","6/11/2002","0:00","Not Recorded",2.5,25,NA,2.5,8,2.9,NA
"667",667,"C","6/24/2002","0:00","Not Recorded",0.2,28,NA,0.2,8.5,3,3.8
"668",668,"C","7/8/2002","N/A","Not Recorded",0.35,NA,NA,0.35,9,0,NA
"669",669,"C","7/23/2002","0:00","Not Recorded",0.2,NA,NA,0.2,7,4,3.3
"670",670,"C","8/1/2002","0:00","Not Recorded",0.25,NA,NA,0.25,7,3,NA
"671",671,"C","8/22/2002","0:00","Not Recorded",0.1,NA,NA,0.1,7,4,4.7
"672",672,"C","9/5/2002","0:00","Not Recorded",0.35,28,NA,0.35,8.5,0,NA
"673",673,"C","9/20/2002","0:00","Not Recorded",0.2,NA,NA,0.2,8,0,3.5
"674",674,"C","10/18/2002","0:00","Not Recorded",0.6,NA,NA,0.6,7,1,6.7
"675",675,"C","10/31/2002","0:00","Not Recorded",NA,10.3,NA,NA,7,1,NA
"676",676,"C","11/15/2002","0:00","Not Recorded",NA,18,NA,NA,7,0,5.8
"677",677,"C","12/6/2002","0:00","Not Recorded",0.5,5,NA,0.5,7,2,NA
"678",678,"C","12/16/2002","12:00","Not Recorded",0.7,7.5,NA,0.7,7,0,5.6
"679",679,"D","1/10/2002","0:00","Not Recorded",1.4,9,NA,1.4,6.8,0,10
"680",680,"D","1/22/2002","0:00","Not Recorded",1.4,9,NA,1.3,8.9,0,NA
"681",681,"D","2/11/2002","0:00","Not Recorded",1.45,11,NA,1.3,9.6,0,8.3
"682",682,"D","2/26/2002","0:00","Not Recorded",1.35,11,NA,1.25,9.2,0,NA
"683",683,"D","3/28/2002","0:00","Not Recorded",1.5,12,NA,0.8,NA,0,7.8
"684",684,"D","4/17/2002","0:00","Not Recorded",0.4,25,NA,0.1,6,0,NA
"685",685,"D","4/30/2002","0:00","Not Recorded",1.4,21,NA,0.6,6,0,NA
"686",686,"D","5/16/2002","0:00","Not Recorded",1.5,18,NA,0.9,NA,0,3.9
"687",687,"D","5/28/2002","0:00","Not Recorded",1.3,24,NA,0.3,6.5,0,6.1
"688",688,"D","6/11/2002","0:00","Not Recorded",1.4,25,NA,0.2,6.5,0,NA
"689",689,"D","6/24/2002","0:00","Not Recorded",1.35,NA,NA,0.15,6.5,NA,4
"690",690,"D","7/8/2002","0:00","Not Recorded",0.7,NA,NA,0.55,6.5,0,NA
"691",691,"D","7/23/2002","0:00","Not Recorded",1.2,NA,NA,0.85,7,0,5
"692",692,"D","8/1/2002","0:00","Not Recorded",1.3,NA,NA,0.6,7.5,2,NA
"693",693,"D","8/22/2002","0:00","Not Recorded",0.95,NA,NA,0.3,NA,0,1.2
"694",694,"D","9/5/2002","0:00","Not Recorded",1.75,26.5,NA,0.75,7,0,NA
"695",695,"D","9/20/2002","0:00","Not Recorded",1.2,26,NA,0.7,7,0,4.2
"696",696,"D","10/18/2002","0:00","Not Recorded",1.5,NA,NA,0.65,6.5,0,5.3
"697",697,"D","10/31/2002","0:00","Not Recorded",NA,10.3,NA,NA,6.5,0,NA
"698",698,"D","11/15/2002","0:00","Not Recorded",NA,14,NA,NA,6.5,0,6.1
"699",699,"D","12/6/2002","0:00","Not Recorded",1.4,48,NA,0.75,6.5,1,NA
"700",700,"D","12/16/2002","12:00","Not Recorded",1.35,6.5,NA,1.1,6,0,5.2
"701",701,"Bay","1/10/2002","4:48","Susan Poe",0.55,NA,NA,0.2,6.9,3,7.5
"702",702,"Bay","1/22/2002","21:36","Susan Poe",0.35,59,NA,0.3,9,3,9
"703",703,"Bay","2/11/2002","Not Recorded","Susan Poe",0.3,12,NA,0.1,9.9,3,5.7
"704",704,"Bay","2/26/2002","0:00","Susan Poe",0.35,11,NA,0.3,9.2,3,7.6
"705",705,"Bay","3/28/2002","0:00","Susan Poe",0.35,12,NA,0.25,NA,3,8.3
"706",706,"Bay","4/17/2002","0:00","Susan Poe",0.7,25,NA,0.3,7.5,3,4.4
"707",707,"Bay","4/30/2002","0:00","Susan Poe",0.65,18.5,NA,0.4,7.5,3,7.3
"708",708,"Bay","5/16/2002","0:00","Susan Poe",0.7,20,NA,0.2,7.5,2.5,8.3
"709",709,"Bay","5/28/2002","0:00","Susan Poe",0.55,24,NA,0.3,7.5,3,4.5
"710",710,"Bay","6/11/2002","0:00","Susan Poe",0.65,23.5,NA,0.3,8.5,3,5.9
"711",711,"Bay","6/24/2002","0:00","Susan Poe",0.75,27,NA,0.4,7.5,4,5.1
"712",712,"Bay","7/8/2002","0:00","Susan Poe",0.4,NA,NA,0.4,8,4,3.5
"713",713,"Bay","7/23/2002","0:00","Susan Poe",0.6,NA,NA,0.4,7.5,4,4.2
"714",714,"Bay","8/1/2002","0:00","Susan Poe",0.6,NA,NA,0.6,7.5,4,4.2
"715",715,"Bay","8/22/2002","0:00","Susan Poe",0.4,NA,NA,0.4,7.5,4,4
"716",716,"Bay","9/5/2002","0:00","Susan Poe",0.7,27,NA,0.5,7.5,3,6.5
"717",717,"Bay","9/20/2002","0:00","Susan Poe",0.5,NA,NA,0.4,7,4,4.5
"718",718,"Bay","10/18/2002","0:00","Susan Poe",0.7,NA,NA,0.35,7,3,5
"719",719,"Bay","10/31/2002","19:12","Susan Poe",0.5,10,NA,0.5,7.5,4,6.3
"720",720,"Bay","11/15/2002","0:00","Susan Poe",NA,12,NA,NA,7,0,8.1
"721",721,"Bay","12/6/2002","0:00","Susan Poe",0.1,5,NA,0.1,7,2,9.6
"722",722,"Bay","12/16/2002","0:00","Susan Poe",0.6,7.5,NA,0.3,7,2,6.8
"723",723,"A","1/3/2003","0:00","Not Recorded",1.1,15,NA,0.9,6.5,0,8.1
"724",724,"A","2/3/2003","0:00","Not Recorded",1.1,6,NA,0.5,6.5,0,NA
"725",725,"A","2/20/2003","0:00","Not Recorded",1.35,7,NA,0.8,6.5,0,NA
"726",726,"A","3/6/2003","0:00","Not Recorded",1.4,14,NA,0.8,6.5,1,NA
"727",727,"A","3/20/2003","0:00","Not Recorded",1,12,NA,0.6,6.5,1,6.4
"728",728,"A","4/21/2003","0:00","Not Recorded",0.8,17,NA,0.3,5.5,0,NA
"729",729,"A","5/1/2003","0:00","Not Recorded",1.15,23,NA,0.45,6.5,0,3.9
"730",730,"A","5/22/2003","9:36","Not Recorded",0.8,NA,NA,0.5,6.5,1,NA
"731",731,"A","6/5/2003","0:00","Not Recorded",0.85,24,NA,0.5,6.5,0,4.7
"732",732,"A","6/20/2003","0:00","Not Recorded",1.1,25,NA,0.4,6.5,0,NA
"733",733,"A","7/1/2003","12:00","Not Recorded",1,28,NA,0.4,6.5,0,2.7
"734",734,"A","7/17/2003","0:00","Not Recorded",0.85,29,NA,0.6,7,0,NA
"735",735,"A","8/7/2003","14:24","Not Recorded",1,25,NA,0.45,6.5,0,3
"736",736,"A","9/4/2003","0:00","Not Recorded",0.9,29,NA,0.8,6.5,0,NA
"737",737,"A","10/2/2003","0:00","Not Recorded",0.9,20,NA,0.6,6.5,0,5.6
"738",738,"A","10/23/2003","N/A","Not Recorded",0.8,NA,NA,0.5,NA,NA,NA
"739",739,"A","11/6/2003","0:00","Not Recorded",0.8,24,NA,0.1,6.5,0,2.9
"740",740,"A","11/20/2003","0:00","Not Recorded",0.7,14,NA,0.5,7.5,1,NA
"741",741,"A","12/1/2003","0:00","Not Recorded",0.8,NA,NA,0.45,7,1,8.1
"742",742,"A","12/15/2003","0:00","Not Recorded",0.95,9,NA,0.7,7,2,NA
"743",743,"B","1/3/2003","0:00","Not Recorded",0.2,13,NA,0.2,7,0,6.6
"744",744,"B","2/3/2003","0:00","Not Recorded",0.5,6,NA,0.5,7,0,NA
"745",745,"B","2/20/2003","0:00","Not Recorded",0.5,7,NA,0.5,7.5,0,6.4
"746",746,"B","3/6/2003","0:00","Not Recorded",0.48,15,NA,0.48,7.5,1,NA
"747",747,"B","3/20/2003","0:00","Not Recorded",0.3,12,NA,0.3,NA,2,3.2
"748",748,"B","4/21/2003","0:00","Not Recorded",0.3,20,NA,0.3,7.5,0,NA
"749",749,"B","5/1/2003","0:00","Not Recorded",0.6,25,NA,0.6,7.5,0,7.3
"750",750,"B","6/5/2003","0:00","Not Recorded",0.1,25.1,NA,0.1,9.5,0,8.5
"751",751,"B","6/20/2003","0:00","Not Recorded",0.2,26,NA,0.2,7,0,NA
"752",752,"B","7/1/2003","0:00","Not Recorded",0.3,26,NA,0.3,NA,0,3.6
"753",753,"B","7/17/2003","0:00","Not Recorded",0.1,28,NA,0.1,7.5,0,NA
"754",754,"B","8/7/2003","0:00","Not Recorded",0.2,25,NA,0.2,7,0,3.2
"755",755,"B","9/4/2003","0:00","Not Recorded",0.1,29,NA,0.1,7.5,0,NA
"756",756,"B","10/2/2003","0:00","Not Recorded",0.15,18,NA,0.15,7,0.5,5.5
"757",757,"B","10/23/2003","0:00","Not Recorded",0.2,11,NA,0.2,8,1,NA
"758",758,"B","11/6/2003","0:00","Not Recorded",0.15,25,NA,0.15,7,1,4.7
"759",759,"B","11/20/2003","0:00","Not Recorded",0.2,13.5,NA,0.2,8,1,NA
"760",760,"B","12/1/2003","0:00","Not Recorded",0.2,12,NA,0.75,7.5,1,8.8
"761",761,"B","12/15/2003","0:00","Not Recorded",0.3,9,NA,0.3,7,2,NA
"762",762,"C","1/3/2003","0:00","Not Recorded",0.55,13,NA,0.55,7,0,NA
"763",763,"C","2/3/2003","0:00","Not Recorded",0.6,6,NA,0.6,7,0,NA
"764",764,"C","2/20/2003","0:00","Not Recorded",0.8,7,NA,0.8,7,0,NA
"765",765,"C","3/6/2003","0:00","Not Recorded",0.7,14,NA,0.7,7,1,3.2
"766",766,"C","3/20/2003","0:00","Not Recorded",0.4,12,NA,0.4,7,2,NA
"767",767,"C","4/21/2003","0:00","Not Recorded",0.4,18,NA,0.4,7,0,5.6
"768",768,"C","5/1/2003","0:00","Not Recorded",0.4,24,NA,0.4,7,1,NA
"769",769,"C","5/22/2003","0:00","Not Recorded",0.7,NA,NA,0.7,7,1,3.3
"770",770,"C","6/5/2003","0:00","Not Recorded",4,NA,NA,4,7,0,NA
"771",771,"C","6/20/2003","0:00","Not Recorded",0.5,24,NA,0.5,7,0,4.5
"772",772,"C","7/1/2003","0:00","Not Recorded",0.3,27,NA,0.3,7.5,0,NA
"773",773,"C","7/17/2003","0:00","Not Recorded",0.35,28,NA,0.35,7,0,4.7
"774",774,"C","8/7/2003","0:00","Not Recorded",0.5,25,NA,0.5,7,0,NA
"775",775,"C","9/4/2003","0:00","Not Recorded",0.15,27,NA,0.15,7,0,4.7
"776",776,"C","10/2/2003","0:00","Not Recorded",0.6,20,NA,0.6,7,1,NA
"777",777,"C","10/23/2003","0:00","Not Recorded",0.15,14,NA,0.15,7.5,1,5.6
"778",778,"C","11/6/2003","0:00","Not Recorded",0.3,24,NA,0.3,7,1,NA
"779",779,"C","11/20/2003","0:00","Not Recorded",0.2,NA,NA,0.2,7.5,NA,7.6
"780",780,"C","12/1/2003","0:00","Not Recorded",0.25,13,NA,0.25,7.5,1,NA
"781",781,"C","12/15/2003","0:00","Not Recorded",0.5,8,NA,0.5,7,NA,6.8
"782",782,"D","1/3/2003","0:00","Not Recorded",1.9,12,NA,1,6.5,0,NA
"783",783,"D","2/3/2003","0:00","Not Recorded",1.5,6,NA,1.2,6,0,7.4
"784",784,"D","2/20/2003","0:00","Not Recorded",NA,7,NA,NA,6.5,NA,NA
"785",785,"D","3/6/2003","0:00","Not Recorded",1.5,NA,NA,0.7,6.5,1,8.7
"786",786,"D","3/20/2003","0:00","Not Recorded",1.4,12,NA,1.2,6,2,NA
"787",787,"D","4/21/2003","0:00","Not Recorded",1.5,16,NA,1.1,NA,0,6.8
"788",788,"D","5/1/2003","0:00","Not Recorded",1.5,25,NA,1,6.5,0,NA
"789",789,"D","5/22/2003","9:36","Not Recorded",1.5,NA,NA,0.8,6.5,0,5.8
"790",790,"D","6/5/2003","0:00","Not Recorded",1.5,25,NA,0.3,6.5,0,NA
"791",791,"D","6/20/2003","16:48","Not Recorded",1.5,25,NA,0.5,6,0,4.3
"792",792,"D","7/1/2003","N/A","Not Recorded",1.4,27,NA,0.4,6,0,NA
"793",793,"D","7/17/2003","0:00","Not Recorded",1.4,28,NA,0.5,6.5,0,2.9
"794",794,"D","8/7/2003","0:00","Not Recorded",1.6,25,NA,0.6,6.5,1,NA
"795",795,"D","9/4/2003","0:00","Not Recorded",1.5,28,NA,0.5,6.5,0,4.7
"796",796,"D","10/2/2003","0:00","Not Recorded",1.6,19,NA,0.5,6.5,1,NA
"797",797,"D","10/23/2003","0:00","Not Recorded",1.5,14,NA,1.1,6.5,1,4.4
"798",798,"D","11/20/2003","0:00","Not Recorded",1.4,14.5,NA,1.2,6.5,1,6.5
"799",799,"D","12/1/2003","0:00","Not Recorded",1.5,11,NA,1.5,6,1,NA
"800",800,"D","12/15/2003","0:00","Not Recorded",1.7,12,NA,1.5,6,2,7.1
"801",801,"Bay","1/3/2003","0:00","Susan Poe",0.6,14,NA,0.3,7,0,5.1
"802",802,"Bay","2/3/2003","21:36","Susan Poe",0.4,7,NA,0.4,7,0,6.6
"803",803,"Bay","2/20/2003","0:00","Susan Poe",0.45,7,NA,0.25,7,0,NA
"804",804,"Bay","3/6/2003","21:36","Susan Poe",0.9,14,NA,0.3,6.5,1,4.1
"805",805,"Bay","3/20/2003","21:36","Susan Poe",0.3,11,NA,0.2,7,2,3.8
"806",806,"Bay","4/21/2003","21:36","Susan Poe",0.6,16,NA,0.3,7,1,5.8
"807",807,"Bay","5/1/2003","0:00","Susan Poe",0.8,NA,NA,0.4,6.5,0,6.6
"808",808,"Bay","5/22/2003","9:36","Susan Poe",0.5,20,NA,0.3,6.5,2,6.3
"809",809,"Bay","6/5/2003","7:12","Susan Poe",0.8,NA,NA,0.4,6.5,2,6.8
"810",810,"Bay","6/20/2003","2:24","Susan Poe",0.8,24,NA,0.4,7,0,4.1
"811",811,"Bay","7/1/2003","12:00","Susan Poe",0.7,27,NA,0.4,6.5,0,5.2
"812",812,"Bay","7/17/2003","0:00","Susan Poe",0.8,26,NA,0.4,6.5,0,3.8
"813",813,"Bay","8/7/2003","0:00","Susan Poe",0.9,25,NA,0.5,7.2,0,7
"814",814,"Bay","9/4/2003","21:36","Susan Poe",0.75,27,NA,0.5,7,4,3.7
"815",815,"Bay","10/2/2003","0:00","Susan Poe",0.7,NA,NA,0.5,6.5,1,6
"816",816,"Bay","10/23/2003","0:00","Susan Poe",0.55,14,NA,0.4,6.5,1,5.8
